-0.247334	0.099779	1.000000
0.353651	0.091243	1.000000
0.326911	0.363942	1.000000
-0.405473	-0.574921	-1.000000
-0.985665	-0.153319	-1.000000
0.900301	0.232725	-1.000000
0.586633	0.188714	-1.000000
-0.378371	0.577109	-1.000000
-0.212761	-0.618896	-1.000000
0.230241	-0.356442	1.000000
-0.388665	0.467843	-1.000000
0.358359	-0.818751	-1.000000
-0.020834	0.595331	-1.000000
-0.459005	-0.212167	-1.000000
0.098433	0.978501	-1.000000
-0.812790	-0.555123	-1.000000
-0.041764	0.479805	1.000000
-0.391734	0.471902	-1.000000
-0.379512	-0.002663	1.000000
-0.005184	0.873576	-1.000000
-0.729442	-0.426160	-1.000000
-0.243476	-0.852305	-1.000000
-0.079346	0.580337	-1.000000
0.009614	0.705049	-1.000000
0.248371	-0.664955	-1.000000
0.486043	-0.225715	-1.000000
0.337619	-0.386811	-1.000000
0.111396	0.455760	1.000000
0.579324	-0.201973	-1.000000
0.321343	-0.240077	1.000000
-0.802240	-0.213393	-1.000000
0.381214	0.009455	1.000000
-0.492087	0.155709	-1.000000
-0.115075	0.780721	-1.000000
0.488936	0.349209	-1.000000
-0.252293	-0.054570	1.000000
-0.394150	0.088376	1.000000
-0.321544	-0.146876	1.000000
-0.060571	0.091473	1.000000
0.547524	-0.522415	-1.000000
0.588621	-0.201756	-1.000000
-0.170115	0.123966	1.000000
-0.128511	0.378203	1.000000
0.296600	-0.235062	1.000000
0.687214	0.270412	-1.000000
0.343608	-0.403336	-1.000000
0.758012	0.340057	-1.000000
0.611068	-0.488823	-1.000000
0.551482	-0.301634	-1.000000
-0.195616	0.317697	1.000000
-0.064712	0.611588	-1.000000
-0.121288	0.145436	1.000000
-0.047933	0.075582	1.000000
-0.504170	0.683656	-1.000000
0.932765	0.020738	-1.000000
0.353923	0.031073	1.000000
0.598413	-0.655124	-1.000000
-0.221177	0.001664	1.000000
-0.309212	-0.061436	1.000000
0.110472	-0.478965	1.000000
-0.035802	0.144917	1.000000
0.703502	0.486534	-1.000000
0.299278	0.458848	-1.000000
0.049626	0.767042	-1.000000
-0.026120	-0.585854	-1.000000
0.036342	0.075195	1.000000
-0.233623	0.063305	1.000000
0.005666	0.350959	1.000000
-0.487728	0.057775	1.000000
0.622308	-0.464355	-1.000000
-0.602388	0.583087	-1.000000
0.121726	-0.336878	1.000000
0.914034	-0.068584	-1.000000
-0.440794	-0.169827	1.000000
-0.008090	-0.011583	1.000000
0.410953	-0.322804	-1.000000
-0.243624	-0.038557	1.000000
0.004317	0.211882	1.000000
0.746570	0.215336	-1.000000
-0.005495	0.035249	1.000000
0.393289	-0.110473	1.000000
0.146059	0.872733	-1.000000
0.476401	0.261878	-1.000000
0.315241	-0.676557	-1.000000
-0.345313	0.130262	1.000000
0.138816	-0.496318	-1.000000
-0.618579	-0.053074	-1.000000
0.524170	0.831127	-1.000000
-0.181334	-0.141998	1.000000
0.953816	-0.274806	-1.000000
0.089424	0.091646	1.000000
0.074768	-0.133163	1.000000
0.220127	-0.710705	-1.000000
-0.002741	0.015526	1.000000
0.005036	0.015067	1.000000
0.577815	-0.076096	-1.000000
0.584214	0.496976	-1.000000
-0.408207	0.036600	1.000000
0.899035	-0.217910	-1.000000
0.409170	-0.279250	1.000000
